StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
CBK91980,1,Contemporary Society - Italian,Active,CBK,Choice Block,8,0,0,0,G,Arts and Social Sciences,CBK91980,Contemporary Society - Italian,Contemporary Society - Italian,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK91981,1,Contemporary Society - Japanese,Active,CBK,Choice Block,8,0,0,0,G,Arts and Social Sciences,CBK91981,Contemporary Society - Japanese,Contemporary Society - Japanes,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK91982,1,Contemporary Society - Spanish,Active,CBK,Choice Block,8,0,0,0,G,Arts and Social Sciences,CBK91982,Contemporary Society - Spanish,Contemporary Society - Spanish,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK91983,1,48cp Core Stream (Honours),Active,CBK,Choice Block,48,0,0,0,A,"Design, Architecture and Building",CBK91983,Core Stream (Honours),Core Stream (Honours),,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK91984,1,24cp Major Choice,Active,CBK,Choice Block,24,0,0,0,A,"Design, Architecture and Building",CBK91984,Major Choice,Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK91985,1,24cp Electives (No specified major),Active,CBK,Choice Block,24,0,0,0,A,"Design, Architecture and Building",CBK91985,Electives (No specified major),Electives (No specified major),,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK91986,1,12cp Free Electives,Active,CBK,Choice Block,12,0,0,0,C,Transdisciplinary Innovation,CBK91986,Free Electives,Free Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10110,AC,CB,,,,$NAP
CBK91986,1,12cp Free Electives,Active,CBK,Choice Block,12,0,0,0,C,TD School,CBK91986,Free Electives,Free Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10110,AC,CB,,,,$NAP
CBK91987,1,12cp Free Electives,Active,CBK,Choice Block,12,0,0,0,C,Transdisciplinary Innovation,CBK91987,Free Electives,Free Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10110,AC,CB,,,,$NAP
CBK91987,1,12cp Free Electives,Active,CBK,Choice Block,12,0,0,0,C,TD School,CBK91987,Free Electives,Free Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10110,AC,CB,,,,$NAP
CBK91992,1,24cp Options,Active,CBK,Choice Block,24,0,0,0,J,Health,CBK91992,Options,Options,,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK91993,1,24cp EMBA Streams,Active,CBK,Choice Block,24,0,0,0,B,Business,CBK91993,EMBA Streams,EMBA Streams,,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK91994,1,6cp Options,Active,CBK,Choice Block,6,0,0,0,B,Business,CBK91994,Options,Options,,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK91995,1,12cp Business Practice Streams,Active,CBK,Choice Block,12,0,0,0,B,Business,CBK91995,Business Practice Streams,Business Practice Streams,,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK91996,1,18cp Electives (GD Public Health),Active,CBK,Choice Block,18,0,0,0,J,Health,CBK91996,Electives (PG),Electives (PG),,,NA,0,Not Applicable,Choice Block,,,,,,ATT01,AC,CB,,,,$NAP
CBK91996,1,18cp Electives (GD Public Health),Active,CBK,Choice Block,18,0,0,0,J,Health,CBK91996,Electives (PG),Electives (PG),,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK91997,1,6cp Electives (GC Public Health),Active,CBK,Choice Block,6,0,0,0,J,Health,CBK91997,Electives (PG),Electives (PG),,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK91997,1,6cp Electives (GC Public Health),Active,CBK,Choice Block,6,0,0,0,J,Health,CBK91997,Electives (PG),Electives (PG),,,NA,0,Not Applicable,Choice Block,,,,,,ATT01,AC,CB,,,,$NAP
CBK91998,1,6cp Electives (PG Health Analytics),Active,CBK,Choice Block,6,0,0,0,J,Health,CBK91998,Electives (PG),Electives (PG),,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK91998,1,6cp Electives (PG Health Analytics),Active,CBK,Choice Block,6,0,0,0,J,Health,CBK91998,Electives (PG),Electives (PG),,,NA,0,Not Applicable,Choice Block,,,,,,ATT01,AC,CB,,,,$NAP
CBK91999,1,12cp Physics or Chemistry choice,Active,CBK,Choice Block,12,0,0,0,N,Science,CBK91999,Physics or Chemistry choice,Physics or Chemistry choice,,,NA,0,Not Applicable,Choice Block,,,,,,10100,AC,CB,,,,$NAP
CBK92000,2,12cp Physics choice,Active,CBK,Choice Block,12,0,0,0,N,Science,CBK92000,Physics choice,Physics choice,,,NA,0,Not Applicable,Choice Block,,,,,,10100,AC,CB,,,,$NAP
CBK92001,2,12cp Chemistry choice,Active,CBK,Choice Block,12,0,0,0,N,Science,CBK92001,Chemistry choice,Chemistry choice,,,NA,0,Not Applicable,Choice Block,,,,,,10100,AC,CB,,,,$NAP
CBK92002,1,18cp Electives,Active,CBK,Choice Block,18,0,0,0,J,Health,CBK92002,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK92003,1,12cp Electives Public Health major,Active,CBK,Choice Block,12,0,0,0,J,Health,CBK92003,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK92004,1,6cp Electives,Active,CBK,Choice Block,6,0,0,0,J,Health,CBK92004,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK92005,1,12cp Electives,Active,CBK,Choice Block,12,0,0,0,J,Health,CBK92005,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK92006,1,72cp Specialisation Choice,Active,CBK,Choice Block,72,0,0,0,J,Health,CBK92006,Specialisation Choice,Specialisation Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK92007,1,8cp General choice MMediaPracInd,Active,CBK,Choice Block,8,0,0,0,G,Arts and Social Sciences,CBK92007,General choice,General choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92008,1,48cp Electives (Public Health No Major),Active,CBK,Choice Block,48,0,0,0,J,Health,CBK92008,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10090,AC,CB,,,,$NAP
CBK92009,1,32cp General choice GradDipMediaPracInd,Active,CBK,Choice Block,32,0,0,0,G,Arts and Social Sciences,CBK92009,General choice,General choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92010,1,48cp Second Major/Two Sub-majors/Sub-major + 24cp Electives/48cp Electives (B Management),Active,CBK,Choice Block,48,0,0,0,B,Business,CBK92010,Second Major/Two Sub-majors/Sub-major + 24cp Electives/48cp Electives,Second Major/Two Sub-majors/Su,,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK92011,2,48cp Second Major/Two Sub-majors/Sub-major + 24cp Electives/48cp Electives (B Management BCII),Active,CBK,Choice Block,48,0,0,0,B,Business,CBK92011,Second Major/Two Sub-majors/Sub-major + 24cp Electives/48cp Electives,Second Major/Two Sub-majors/Su,,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK92012,1,6cp WIL Option (B Management),Active,CBK,Choice Block,6,0,0,0,B,Business,CBK92012,WIL Option (B Management),WIL Option (B Management),,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK92013,1,48cp Major Choice,Active,CBK,Choice Block,48,0,0,0,A,"Design, Architecture and Building",CBK92013,Major Choice,Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK92016,1,24cp Options (Cybersecurity Extension),Active,CBK,Choice Block,24,0,0,0,D,Engineering and Information Technology,CBK92016,Options (Cybersecurity Extension),Options (Cybersecurity Extensi,,,NA,0,Not Applicable,Choice Block,,,,,,10070,AC,CB,,,,$NAP
CBK92017,1,12cp Elective Choice,Active,CBK,Choice Block,12,0,0,0,G,Arts and Social Sciences,CBK92017,Elective choice,Elective choice,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92018,1,30cp Options,Active,CBK,Choice Block,30,0,0,0,L,Law,CBK92018,Options,Options,,,NA,0,Not Applicable,Choice Block,,,,,,10080,AC,CB,,,,$NAP
CBK92018,1,30cp Options,Active,CBK,Choice Block,30,0,0,0,L,Law,CBK92018,Options,Options,,,NA,0,Not Applicable,Choice Block,,,,,,21010,AC,CB,,,,$NAP
CBK92020,1,15cp Stream Choice,Active,CBK,Choice Block,15,0,0,0,C,TD School,CBK92020,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10120,AC,CB,,,,$NAP
CBK92020,1,15cp Stream Choice,Active,CBK,Choice Block,15,0,0,0,C,Transdisciplinary Innovation,CBK92020,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10120,AC,CB,,,,$NAP
CBK92021,1,18cp Electives (Financial Planning),Active,CBK,Choice Block,18,0,0,0,B,Business,CBK92021,Electives (Financial Planning),Electives (Financial Planning),,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK92022,1,"48cp Management, Enterprise and Technology Choice",Active,CBK,Choice Block,48,0,0,0,DL,"Information, Systems and Modelling",CBK92022,"Management, Enterprise and Technology choice","Management, Enterprise and Tec",,,NA,0,Not Applicable,Choice Block,,,,,,10070,AC,CB,,,,$NAP
CBK92023,1,"36cp Management, Enterprise and Technology Choice",Active,CBK,Choice Block,36,0,0,0,DL,"Information, Systems and Modelling",CBK92023,"Management, Enterprise and Technology choice","Management, Enterprise and Tec",,,NA,0,Not Applicable,Choice Block,,,,,,10070,AC,CB,,,,$NAP
CBK92024,1,6cp Electives (Medical Laboratory Science),Active,CBK,Choice Block,6,0,0,0,N,Science,CBK92024,Electives (Medical Laboratory Science),Electives (Medical Laboratory,,,NA,0,Not Applicable,Choice Block,,,,,,10100,AC,CB,,,,$NAP
CBK92025,1,24cp Medical Laboratory Science,Active,CBK,Choice Block,24,0,0,0,N,Science,CBK92025,Medical Laboratory Science,24cp Medical Laboratory Scienc,,,NA,0,Not Applicable,Choice Block,,,,,,10100,AC,CB,,,,$NAP
CBK92026,1,24cp Stream Choice (UG Cert in Science),Active,CBK,Choice Block,24,0,0,0,N,Science,CBK92026,Stream Choice (UG Cert in Science),Stream Choice (UG Cert in Scie,,,NA,0,Not Applicable,Choice Block,,,,,,10100,AC,CB,,,,$NAP
CBK92027,1,36cp Core Choice,Active,CBK,Choice Block,36,0,0,0,D,Engineering and Information Technology,CBK92027,Core choice,Core choice,,,NA,0,Not Applicable,Choice Block,,,,,,10060,AC,CB,,,,$NAP
CBK92028,1,12cp Chemical Engineering Choice,Active,CBK,Choice Block,12,0,0,0,D,Engineering and Information Technology,CBK92028,Chemical Engineering choice,Chemical Engineering choice,,,NA,0,Not Applicable,Choice Block,,,,,,10060,AC,CB,,,,$NAP
CBK92029,1,18cp Environmental Engineering Thread,Active,CBK,Choice Block,18,0,0,0,D,Engineering and Information Technology,CBK92029,Environmental Engineering Thread,Environmental Engineering Thre,,,NA,0,Not Applicable,Choice Block,,,,,,10060,AC,CB,,,,$NAP
CBK92030,1,18cp Human Society and its Environment Teaching Areas,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92030,Human Society and its Environment Teaching Areas,Human Society and its Environm,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92031,1,18cp Science Teaching Areas,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92031,Science Teaching Areas,Science Teaching Areas,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92032,1,18cp Technology and Applied Studies,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92032,Technology and Applied Studies,Technology and Applied Studies,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92033,1,12cp Human Society and its Environment Specialisation,Active,CBK,Choice Block,12,0,0,0,G,Arts and Social Sciences,CBK92033,Human Society and its Environment Specialisation,Human Society and its Environm,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92034,1,18cp Combined Human Society and its Environment Specialisations,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92034,Combined Human Society and its Environment Specialisations,Combined Human Society and its,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92035,1,18cp Combined Science Teaching Areas,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92035,Combined Science Teaching Areas,Combined Science Teaching Area,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92039,1,6cp Graduate Law Options,Active,CBK,Choice Block,6,0,0,0,L,Law,CBK92039,6cp Graduate Law Options,6cp Graduate Law Options,,,NA,0,Not Applicable,Choice Block,,,,,,10080,AC,CB,,,,$NAP
CBK92040,2,18cp Electives (Secondary Education),Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92040,Electives (Secondary Education),Electives (Secondary Education,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92041,1,72cp Major or submajor and elective choice (Criminology),Active,CBK,Choice Block,72,0,0,0,G,Arts and Social Sciences,CBK92041,72cp Major or submajor and elective choice (Criminology),72cp Major or submajor and ele,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92042,2,24cp Submajor or Electives Choice (Criminology),Active,CBK,Choice Block,24,0,0,0,G,Arts and Social Sciences,CBK92042,24cp Submajor or Electives Choice (Criminology),24cp Submajor or Electives Cho,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92043,2,24cp Electives Choice (Criminology),Active,CBK,Choice Block,24,0,0,0,G,Arts and Social Sciences,CBK92043,24cp Electives Choice (Criminology),24cp Electives Choice (Crimino,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92044,1,72cp Extended Major Options (Criminology),Active,CBK,Choice Block,72,0,0,0,G,Arts and Social Sciences,CBK92044,72cp Extended Major Options (Criminology),72cp Extended Major Options (C,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92045,1,72cp Standard Major and Electives Option (Criminology),Active,CBK,Choice Block,72,0,0,0,G,Arts and Social Sciences,CBK92045,72cp Standard Major and Electives Option (Criminology),72cp Standard Major and Electi,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92046,1,36cp Major Choice,Active,CBK,Choice Block,36,0,0,0,N,Science,CBK92046,Major choice,Major choice,,,NA,0,Not Applicable,Choice Block,,,,,,10100,AC,CB,,,,$NAP
CBK92047,1,18cp Choice,Active,CBK,Choice Block,18,0,0,0,L,Law,CBK92047,Choice,Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10080,AC,CB,,,,$NAP
CBK92048,1,102cp Specialisation Choice,Active,CBK,Choice Block,102,0,0,0,G,Arts and Social Sciences,CBK92048,Specialisation choice,Specialisation choice,,,NA,0,Not Applicable,Choice Block,,,,,,10040,AC,CB,,,,$NAP
CBK92049,1,54cp Stream Choice,Active,CBK,Choice Block,54,0,0,0,G,Arts and Social Sciences,CBK92049,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92050,1,12cp Science Stream,Active,CBK,Choice Block,12,0,0,0,G,Arts and Social Sciences,CBK92050,Science Stream,Science Stream,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92051,1,6cp Electives (Economics),Active,CBK,Choice Block,6,0,0,0,G,Arts and Social Sciences,CBK92051,Electives (Economics),Electives (Economics),,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92052,1,6cp Electives (PG Architecture),Active,CBK,Choice Block,6,0,0,0,A,"Design, Architecture and Building",CBK92052,Electives (PG Architecture),Electives (PG Architecture),,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK92053,1,12cp Electives (PG Architecture),Active,CBK,Choice Block,12,0,0,0,A,"Design, Architecture and Building",CBK92053,Electives (PG Architecture),Electives (PG Architecture),,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK92055,2,24cp Electives,Active,CBK,Choice Block,24,0,0,0,G,Arts and Social Sciences,CBK92055,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92056,2,Independent Practice Project/Social Innovation Project choice,Active,CBK,Choice Block,24,0,0,0,A,"Design, Architecture and Building",CBK92056,Independent Practice Project/Social Innovation Project choice,Independent Practice Project/S,,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK92057,1,96cp Country and Language Choice,Active,CBK,Choice Block,96,0,0,0,G,Arts and Social Sciences,CBK92057,Country and Language choice,Country and Language choice,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92058,1,96cp Country and Language choice (Honours),Active,CBK,Choice Block,96,0,0,0,G,Arts and Social Sciences,CBK92058,Country and Language choice (Honours),Country and Language choice (H,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92059,1,24cp Real Estate Investment Options,Active,CBK,Choice Block,24,0,0,0,A,"Design, Architecture and Building",CBK92059,Real Estate Investment options,Real Estate Investment options,,,NA,0,Not Applicable,Choice Block,,,,,,10020,AC,CB,,,,$NAP
CBK92060,1,24cp Electives,Active,CBK,Choice Block,24,0,0,0,G,Arts and Social Sciences,CBK92060,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92061,1,48cp Second Major/ Electives,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92061,Second Major/ Electives,Second Major/ Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92062,2,24cp Elective Choice,Active,CBK,Choice Block,24,0,0,0,G,Arts and Social Sciences,CBK92062,Elective Choice,Elective Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92063,1,48cp Second Major,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92063,Second Major Choice,Second Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92064,1,48cp Elective Choice,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92064,Elective choice,Elective choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92065,1,18cp Stream Choice,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92065,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92066,1,30cp Electives,Active,CBK,Choice Block,30,0,0,0,G,Arts and Social Sciences,CBK92066,Electives,Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92067,2,24cp Electives (8cp subjects),Active,CBK,Choice Block,24,0,0,0,G,Arts and Social Sciences,CBK92067,Electives (8cp subjects),Electives (8cp subjects),,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92068,2,24cp Electives (6cp subjects),Active,CBK,Choice Block,24,0,0,0,G,Arts and Social Sciences,CBK92068,Electives (6cp subjects),Electives (6cp subjects),,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92069,1,Transdisciplinary Electives (6cp subject choice),Active,CBK,Choice Block,6,0,0,0,C,TD School,CBK92069,Transdisciplinary Electives (6cp subject choice),Transdisciplinary Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10120,AC,CB,,,,$NAP
CBK92069,1,Transdisciplinary Electives (6cp subject choice),Active,CBK,Choice Block,6,0,0,0,C,Transdisciplinary Innovation,CBK92069,Transdisciplinary Electives (6cp subject choice),Transdisciplinary Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10120,AC,CB,,,,$NAP
CBK92070,1,Transdisciplinary Electives (8cp subject choice),Active,CBK,Choice Block,8,0,0,0,C,Transdisciplinary Innovation,CBK92070,Transdisciplinary Electives (8cp subject choice),Transdisciplinary Electives (8,,,NA,0,Not Applicable,Choice Block,,,,,,10120,AC,CB,,,,$NAP
CBK92070,1,Transdisciplinary Electives (8cp subject choice),Active,CBK,Choice Block,8,0,0,0,C,TD School,CBK92070,Transdisciplinary Electives (8cp subject choice),Transdisciplinary Electives (8,,,NA,0,Not Applicable,Choice Block,,,,,,10120,AC,CB,,,,$NAP
CBK92071,1,8cp Professional Elective,Active,CBK,Choice Block,8,0,0,0,G,Arts and Social Sciences,CBK92071,Professional elective,Professional elective,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92072,1,16cp Language and International Options,Active,CBK,Choice Block,16,0,0,0,G,Arts and Social Sciences,CBK92072,Language and International options,Language and International opt,,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92073,1,12cp EMBA Options,Active,CBK,Choice Block,12,0,0,0,B,Business,CBK92073,EMBA Options,EMBA Options,,,NA,0,Not Applicable,Choice Block,,,,,,10010,AC,CB,,,,$NAP
CBK92074,1,40cp Pathway Options (China),Active,CBK,Choice Block,40,0,0,0,G,Arts and Social Sciences,CBK92074,Pathway Options (China),Pathway Options (China),,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92075,1,40cp Pathway Options (France),Active,CBK,Choice Block,40,0,0,0,G,Arts and Social Sciences,CBK92075,Pathway Options (France),Pathway Options (France),,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92076,1,40cp Pathway Options (Germany),Active,CBK,Choice Block,40,0,0,0,G,Arts and Social Sciences,CBK92076,Pathway Options (Germany),Pathway Options (Germany),,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92077,1,40cp Pathway Options (Italy),Active,CBK,Choice Block,40,0,0,0,G,Arts and Social Sciences,CBK92077,Pathway Options (Italy),Pathway Options (Italy),,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92078,1,40cp Pathway Options (Japan),Active,CBK,Choice Block,40,0,0,0,G,Arts and Social Sciences,CBK92078,Pathway Options (Japan),Pathway Options (Japan),,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92079,1,40cp Pathway Options (Spain),Active,CBK,Choice Block,40,0,0,0,G,Arts and Social Sciences,CBK92079,Pathway Options (Spain),Pathway Options (Spain),,,NA,0,Not Applicable,Choice Block,,,,,,10050,AC,CB,,,,$NAP
CBK92080,1,48cp Second Major,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92080,Second Major Choice,Second Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92081,1,48cp Second Major,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92081,Second Major Choice,Second Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92082,1,48cp Second Major,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92082,Second Major Choice,Second Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92083,1,48cp Second Major,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92083,Second Major Choice,Second Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92084,1,48cp Second Major,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92084,Second Major Choice,Second Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92085,1,48cp Second Major,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92085,Second Major Choice,Second Major Choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92086,1,18cp Stream Choice,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92086,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92087,1,18cp Stream Choice,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92087,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92088,1,18cp Stream Choice,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92088,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92089,1,18cp Stream Choice,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92089,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92090,1,18cp Stream Choice,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92090,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92091,1,18cp Stream Choice,Active,CBK,Choice Block,18,0,0,0,G,Arts and Social Sciences,CBK92091,Stream choice,Stream choice,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92092,1,48cp Second Major/ Electives,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92092,Second Major/ Electives,Second Major/ Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92093,1,48cp Second Major/ Electives,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92093,Second Major/ Electives,Second Major/ Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92094,1,48cp Second Major/ Electives,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92094,Second Major/ Electives,Second Major/ Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
CBK92095,1,48cp Second Major/ Electives,Active,CBK,Choice Block,48,0,0,0,G,Arts and Social Sciences,CBK92095,Second Major/ Electives,Second Major/ Electives,,,NA,0,Not Applicable,Choice Block,,,,,,10030,AC,CB,,,,$NAP
