StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,FOE,Study area,,,,,
92603,2,"Managing Quality, Risk and Cost in Health Care",Active,SJ,Subject,6,0,0,0,J,Health,92603,"Managing Quality, Risk and Cost in Health Care",Managing Quality Risk Cost,60301,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92606,3,Nursing Leadership in Contemporary Health Care,Active,SJ,Subject,6,0,0,0,J,Health,92606,Nursing Leadership in Contemporary Health Care,Nursing Leadership in Contempo,60301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92607,2,Education for Practice Development,Active,SJ,Subject,6,0,0,0,J,Health,92607,Education for Practice Development,Education Practice Development,60301,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92608,3,Comprehensive Physical Assessment and Diagnostic Reasoning,Active,SJ,Subject,6,0,0,0,J,Health,92608,Comprehensive Physical Assessment and Diagnostic Reasoning,Comprehensive Physical Assessm,60301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92609,2,Pharmacological Therapies in Advanced Practice,Active,SJ,Subject,6,0,0,0,J,Health,92609,Pharmacological Therapies in Advanced Practice,Pharmacological Therapies Adv,60301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92612,4,Research in Health,Active,SJ,Subject,6,0,0,0,J,Health,92612,Research in Health,Research in Health,60301,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92613,2,Principles of Child and Family Health Nursing,Active,SJ,Subject,6,0,0,0,J,Health,92613,Principles of Child and Family Health Nursing,Principles Child Family Health,60315,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,Mothercraft Nursing and Family and Child Health Nursing,Health,,,,,
92614,2,Child and Family Health Nursing 1,Active,SJ,Subject,6,0,0,0,J,Health,92614,Child and Family Health Nursing 1,Child Family Health Nursing 1,60315,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Mothercraft Nursing and Family and Child Health Nursing,Health,,,,,
92615,2,Child and Family Health Nursing 2,Active,SJ,Subject,6,0,0,0,J,Health,92615,Child and Family Health Nursing 2,Child Family Health Nursing 2,60315,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Mothercraft Nursing and Family and Child Health Nursing,Health,,,,,
92616,3,Nursing-Sensitive Indicators in Acute Care,Active,SJ,Subject,6,0,0,0,J,Health,92616,Nursing-Sensitive Indicators in Acute Care,Nursing-Sensitive Indicators i,60399,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,"Nursing, n.e.c.",Health,,,,,
92617,3,Recognising and Responding to Acute Deterioration,Active,SJ,Subject,6,0,0,0,J,Health,92617,Recognising and Responding to Acute Deterioration,Recognising and Responding to,60399,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,"Nursing, n.e.c.",Health,,,,,
92618,1,Health Care Research Methodology,Active,SJ,Subject,12,0,0,0,J,Health,92618,Health Care Research Methodology,Health Care Research Methodolo,60301,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92620,2,Family and Community Health Practice,Active,SJ,Subject,6,0,0,0,J,Health,92620,Family and Community Health Practice,Family Community Health Pract,60315,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,Mothercraft Nursing and Family and Child Health Nursing,Health,,,,,
92620,3,Child and Family Health Practice,Draft,SJ,Subject,6,0,0,0,J,Health,92620,Child and Family Health Practice,Child and Family Health Practi,60315,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,Mothercraft Nursing and Family and Child Health Nursing,Health,,,,,
92638,1,Foundations of the Australian Healthcare System,Active,SJ,Subject,6,0,0,0,J,Health,92638,Foundations of the Australian Healthcare System,Foundations of the Australian,60301,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92663,1,Research for Nurse Practitioners,Active,SJ,Subject,6,0,0,0,J,Health,92663,Research for Nurse Practitioners,Research for Nurse Practitione,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
92664,1,Contemporary Approaches to Digital Health,Active,SJ,Subject,6,0,0,0,J,Health,92664,Contemporary Approaches to Digital Health,Contemporary Approaches,60300,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
92665,1,Integrated Professional Practice 1,Active,SJ,Subject,6,0,0,0,J,Health,92665,Integrated Professional Practice 1,Integrated Professional Practi,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
92666,1,Integrated Professional Practice 2,Active,SJ,Subject,6,0,0,0,J,Health,92666,Integrated Professional Practice 2,Integrated Professional Practi,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
92667,1,Midwifery Practice 1: Preparation for Practice,Active,SJ,Subject,6,0,0,0,J,Health,92667,Midwifery Practice 1: Preparation for Practice,Midwifery Practice 1: Preparat,60303,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92668,1,Foundation of Midwifery Practice,Active,SJ,Subject,6,0,0,0,J,Health,92668,Foundation of Midwifery Practice,Foundation of Midwifery Practi,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92669,1,Transition to Parenthood,Active,SJ,Subject,6,0,0,0,J,Health,92669,Transition to Parenthood,Transition to Parenthood,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92670,1,Anatomy and Physiology: Pregnancy and Childbirth,Active,SJ,Subject,6,0,0,0,J,Health,92670,Anatomy and Physiology: Pregnancy and Childbirth,Anatomy and Physiology: Pregna,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92671,1,Midwifery Practice 2: Supporting Women,Active,SJ,Subject,6,0,0,0,J,Health,92671,Midwifery Practice 2: Supporting Women,Midwifery Practice 2: Supporti,60303,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92672,1,Translating Research into Midwifery Practice,Active,SJ,Subject,6,0,0,0,J,Health,92672,Translating Research into Midwifery Practice,Translating Research into Midw,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92673,1,"Promoting, Protecting and Supporting Breastfeeding",Active,SJ,Subject,6,0,0,0,J,Health,92673,"Promoting, Protecting and Supporting Breastfeeding","Promoting, Protecting and Supp",60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92674,1,Perinatal Mental Health,Active,SJ,Subject,6,0,0,0,J,Health,92674,Perinatal Mental Health,Perinatal Mental Health,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92675,1,Midwifery Practice 3: Working with a Woman who has a Complex Pregnancy,Active,SJ,Subject,6,0,0,0,J,Health,92675,Midwifery Practice 3: Working with a Woman who has a Complex Pregnancy,Midwifery Practice 3: Working,60303,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92676,1,"Power, Politics and Midwifery",Active,SJ,Subject,6,0,0,0,J,Health,92676,"Power, Politics and Midwifery","Power, Politics and Midwifery",60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92677,1,Care of the Newborn,Active,SJ,Subject,6,0,0,0,J,Health,92677,Care of the Newborn,Care of the Newborn,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92678,1,Midwifery as Primary Healthcare: a Public Health Strategy,Active,SJ,Subject,6,0,0,0,J,Health,92678,Midwifery as Primary Healthcare: a Public Health Strategy,Midwifery as Primary Healthcar,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92679,1,"Midwifery Practice 4: Working with a Woman who has a Complex Labour, Birth and Puerperium",Active,SJ,Subject,6,0,0,0,J,Health,92679,"Midwifery Practice 4: Working with a Woman who has a Complex Labour, Birth and P",Midwifery Practice 4: Working,60303,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92680,1,Optimising Physiological Processes in Childbearing,Active,SJ,Subject,6,0,0,0,J,Health,92680,Optimising Physiological Processes in Childbearing,Optimising Physiological Proce,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92681,1,Aboriginal and Torres Strait Islander Health: Women and Babies,Active,SJ,Subject,6,0,0,0,J,Health,92681,Aboriginal and Torres Strait Islander Health: Women and Babies,Aboriginal and Torres Strait I,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92682,1,Midwifery Practice 5: Preparing for Professional Practice,Active,SJ,Subject,6,0,0,0,J,Health,92682,Midwifery Practice 5: Preparing for Professional Practice,Midwifery Practice 5: Preparin,60303,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92683,1,Prescribing for Midwifery Practice,Active,SJ,Subject,6,0,0,0,J,Health,92683,Prescribing for Midwifery Practice,Prescribing for Midwifery Prac,60303,,NA,0,Coursework,Subject,,Q2,,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92684,1,Navigating a Midwifery Career Pathway,Active,SJ,Subject,6,0,0,0,J,Health,92684,Navigating a Midwifery Career Pathway,Navigating a Midwifery Career,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92685,1,Working Within a Strengths-Based Midwifery Model,Active,SJ,Subject,6,0,0,0,J,Health,92685,Working Within a Strengths-Based Midwifery Model,Working Within a Strengths-Bas,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92686,1,Midwifery Practice 6: Transitioning to Professional Midwifery Practice,Active,SJ,Subject,12,0,0,0,J,Health,92686,Midwifery Practice 6: Transitioning to Professional Midwifery Practice,Midwifery Practice 6: Transiti,60303,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92687,1,International Perspectives,Active,SJ,Subject,6,0,0,0,J,Health,92687,International Perspectives,International Perspectives,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92688,1,Synthesizing Midwifery and Research Translation (SMART),Active,SJ,Subject,6,0,0,0,J,Health,92688,Synthesizing Midwifery and Research Translation (SMART),Synthesizing Midwifery and Res,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92689,1,Leadership in Midwifery (Mentorship and Preceptorship of Students),Active,SJ,Subject,6,0,0,0,J,Health,92689,Leadership in Midwifery (Mentorship and Preceptorship of Students),Leadership in Midwifery (Mento,60303,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Midwifery,Health,,,,,
92713,5,Applied Pathophysiology in Practice,Active,SJ,Subject,6,0,0,0,J,Health,92713,Applied Pathophysiology in Practice,Applied Pathophysiology in Pra,60301,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92721,6,Health Education and Health Promotion,Active,SJ,Subject,6,0,0,0,J,Health,92721,Health Education and Health Promotion,Health Education and Health Pr,60301,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92790,5,Evidence for Informing Practice,Active,SJ,Subject,6,0,0,0,J,Health,92790,Evidence for Informing Practice,Evidence for Informing Practic,60301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92845,5,Primary Health Care in Diabetes,Active,SJ,Subject,6,0,0,0,J,Health,92845,Primary Health Care in Diabetes,Primary Health Care in Diabete,60307,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,12,10090,Community Nursing,Health,,,,,
92847,4,Planning and Evaluating Health Services,Active,SJ,Subject,6,0,0,0,J,Health,92847,Planning and Evaluating Health Services,Planning Evaluating Health,60301,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92848,5,Facilitation of Clinical Learning,Active,SJ,Subject,6,0,0,0,J,Health,92848,Facilitation of Clinical Learning,Facilitation Clinical Learning,60301,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92869,4,Specialty Clinical Practice,Active,SJ,Subject,6,0,0,0,J,Health,92869,Specialty Clinical Practice,Specialty Clinical Practice,60301,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92887,3,Organisational Management in Health Care,Active,SJ,Subject,6,0,0,0,J,Health,92887,Organisational Management in Health Care,Organisational Management,60301,,NA,0,Coursework,Subject,,GM,AP,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92917,5,Using Health Care Data for Decision Making,Active,SJ,Subject,6,0,0,0,J,Health,92917,Using Health Care Data for Decision Making,Using Health Care Data,60301,,NA,0,Coursework,Subject,,GM,A,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92918,4,Fundamentals of Critical Care Nursing,Active,SJ,Subject,6,0,0,0,J,Health,92918,Fundamentals of Critical Care Nursing,Fundamentals Critical Care,60309,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Critical Care Nursing,Health,,,,,
92919,4,Complex Critical Care,Active,SJ,Subject,6,0,0,0,J,Health,92919,Complex Critical Care,Complex Critical Care,60309,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Critical Care Nursing,Health,,,,,
92932,4,Management for Clinicians,Active,SJ,Subject,6,0,0,0,J,Health,92932,Management for Clinicians,Management for Clinicians,60399,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,"Nursing, n.e.c.",Health,,,,,
92934,4,Clinical Management in Diabetes,Active,SJ,Subject,6,0,0,0,J,Health,92934,Clinical Management in Diabetes,Clinical Management in Diabete,60301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92975,2,Master of Nursing (Honours) Thesis,Active,TT,Thesis Time Based,0,0,0,0,J,Health,92975,Master of Nursing (Honours) Thesis,Master Nursing Honours Thesis,60301,,NA,0,Higher Degree Research,Subject,,HR,,,,10090,General Nursing,Health,,,,,
92976,2,Master of Midwifery (Honours) Thesis,Active,TT,Thesis Time Based,0,0,0,0,J,Health,92976,Master of Midwifery (Honours) Thesis,Master Midwifery Honours Thes,60301,,NA,0,Higher Degree Research,Subject,,HR,,,,10090,General Nursing,Health,,,,,
92977,2,Master of Health Services (Honours) Thesis,Active,TT,Thesis Time Based,0,0,0,0,J,Health,92977,Master of Health Services (Honours) Thesis,Master Health Services Honours,60301,,NA,0,Higher Degree Research,Subject,,HR,,,,10090,General Nursing,Health,,,,,
92983,1,Specialty Practice,Active,SJ,Subject,6,0,0,0,J,Health,92983,Specialty Practice,Specialty Practice,60301,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
92984,3,PhD Thesis: Nursing,Active,TT,Thesis Time Based,0,0,0,0,J,Health,92984,PhD Thesis: Nursing,PhD Thesis: Nursing,60301,,NA,0,Higher Degree Research,Subject,,PN,P,,,10090,General Nursing,Health,,,,,
93000,2,PhD Thesis: Midwifery,Active,TT,Thesis Time Based,0,0,0,0,J,Health,93000,PhD Thesis: Midwifery,PhD Thesis: Midwifery,60303,,NA,0,Higher Degree Research,Subject,,PN,P,,,10090,Midwifery,Health,,,,,
93001,2,PhD Thesis: Health,Active,TT,Thesis Time Based,0,0,0,0,J,Health,93001,PhD Thesis: Health,PhD Thesis: Health,60300,,NA,0,Higher Degree Research,Subject,,PN,P,,,10090,Nursing,Health,,,,,
93002,2,Knowledge Utilisation and Policy in Health Services and Practice,Active,SJ,Subject,6,0,0,0,J,Health,93002,Knowledge Utilisation and Policy in Health Services and Practice,Knowledge Util and Policy,60301,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
93005,2,Leading Change in Health Services and Practice,Active,SJ,Subject,6,0,0,0,J,Health,93005,Leading Change in Health Services and Practice,Leading Change in HSP,69999,,NA,0,Coursework,Subject,,Q3,P,UDFP Funding Cluster,6,10090,"Health, n.e.c.",Health,,,,,
93006,2,Clinical Practice in Diabetes,Active,SJ,Subject,6,0,0,0,J,Health,93006,Clinical Practice in Diabetes,Clinical Practice in Diabetes,60301,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,General Nursing,Health,,,,,
93007,1,PhD Thesis: Sport and Exercise,Active,TT,Thesis Time Based,0,0,0,0,J,Health,93007,PhD Thesis: Sport and Exercise,PhD Thesis: Sport and Exercise,92101,,NA,0,Higher Degree Research,Subject,,HR,P,UDFP Funding Cluster,5,10090,Sport and Recreation Activities,Health,,,,,
93200,1,Foundations of Nursing Practice 2A,Active,SJ,Subject,6,0,0,0,J,Health,93200,Foundations of Nursing Practice 2A,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93201,1,Foundations of Nursing Practice 1 A,Active,SJ,Subject,6,0,0,0,J,Health,93201,Foundations of Nursing Practice 1 A,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93202,1,Preparation for Clinical Practice,Active,SJ,Subject,6,0,0,0,J,Health,93202,Preparation for Clinical Practice,Preparation for Clinical Pract,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93203,1,Healthcare Communication,Active,SJ,Subject,6,0,0,0,J,Health,93203,Healthcare Communication,Healthcare Communication,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93204,1,Foundations of Nursing Practice 1B,Active,SJ,Subject,6,0,0,0,J,Health,93204,Foundations of Nursing Practice 1B,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93205,1,Health and Society,Active,SJ,Subject,6,0,0,0,J,Health,93205,Health and Society,Health and Society,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93206,1,Introduction to Clinical Practice,Active,SJ,Subject,6,0,0,0,J,Health,93206,Introduction to Clinical Practice,Introduction to Clinical Pract,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93207,1,Foundations of Nursing Practice 2A,Active,SJ,Subject,6,0,0,0,J,Health,93207,Foundations of Nursing Practice 2A,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93208,1,Clinical Practice 2A,Active,SJ,Subject,6,0,0,0,J,Health,93208,Clinical Practice 2A,Clinical Practice 2A,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93209,1,Nursing Care of the Older Person,Active,SJ,Subject,6,0,0,0,J,Health,93209,Nursing Care of the Older Person,Nursing Care of the Older Pers,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93210,1,Foundations of Nursing Practice 2B,Active,SJ,Subject,6,0,0,0,J,Health,93210,Foundations of Nursing Practice 2B,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93211,1,Clinical Practice 2B,Active,SJ,Subject,6,0,0,0,J,Health,93211,Clinical Practice 2B,Clinical Practice 2B,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93212,1,Indigenous Health and Well-Being,Active,SJ,Subject,6,0,0,0,J,Health,93212,Indigenous Health and Well-Being,Indigenous Health and Well-Bei,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93213,2,Fundamentals of Mental Health Nursing,Active,SJ,Subject,6,0,0,0,J,Health,93213,Fundamentals of Mental Health Nursing,Fundamentals of Mental Health,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93214,1,Foundations of Nursing Practice 3A,Active,SJ,Subject,6,0,0,0,J,Health,93214,Foundations of Nursing Practice 3A,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93216,1,Clinical Practice 3A,Active,SJ,Subject,6,0,0,0,J,Health,93216,Clinical Practice 3A,Clinical Practice 3A,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93217,1,Foundations of Nursing Practice 3B,Active,SJ,Subject,6,0,0,0,J,Health,93217,Foundations of Nursing Practice 3B,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93218,1,Empathy and Compassion for Nursing Practice,Active,SJ,Subject,6,0,0,0,J,Health,93218,Empathy and Compassion for Nursing Practice,Empathy and Compassion for Nur,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93219,1,Transition to Professional Practice,Active,SJ,Subject,6,0,0,0,J,Health,93219,Transition to Professional Practice,Transition to Professional Pra,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93220,1,"Leading, Teaching and Mentoring",Active,SJ,Subject,6,0,0,0,J,Health,93220,"Leading, Teaching and Mentoring","Leading, Teaching and Mentorin",60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93222,1,Clinical Practice 2A,Active,SJ,Subject,6,0,0,0,J,Health,93222,Clinical Practice 2A,Clinical Practice 2A,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93223,1,Nursing Care of the Older Person,Active,SJ,Subject,6,0,0,0,J,Health,93223,Nursing Care of the Older Person,Nursing Care of the Older Pers,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93224,1,Foundations of Nursing Practice 2B,Active,SJ,Subject,6,0,0,0,J,Health,93224,Foundations of Nursing Practice 2B,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93225,1,Clinical Practice 2B,Active,SJ,Subject,6,0,0,0,J,Health,93225,Clinical Practice 2B,Clinical Practice 2B,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93226,2,Indigenous Health and Well-Being,Active,SJ,Subject,6,0,0,0,J,Health,93226,Indigenous Health and Well-Being,Indigenous Health and Well-Bei,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93227,2,Fundamentals of Mental Health Nursing,Active,SJ,Subject,6,0,0,0,J,Health,93227,Fundamentals of Mental Health Nursing,Fundamentals of Mental Health,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93228,1,Foundations of Nursing Practice 3A,Active,SJ,Subject,6,0,0,0,J,Health,93228,Foundations of Nursing Practice 3A,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93229,1,Clinical Practice 3A,Active,SJ,Subject,6,0,0,0,J,Health,93229,Clinical Practice 3A,Clinical Practice 3A,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93230,1,Foundations of Nursing Practice 3B,Active,SJ,Subject,6,0,0,0,J,Health,93230,Foundations of Nursing Practice 3B,Foundations of Nursing Practic,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93231,2,Empathy and Compassion for Nursing Practice,Active,SJ,Subject,6,0,0,0,J,Health,93231,Empathy and Compassion for Nursing Practice,Empathy and Compassion for Nur,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93232,1,Transition to Professional Practice,Active,SJ,Subject,6,0,0,0,J,Health,93232,Transition to Professional Practice,Transition to Professional Pra,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93233,1,"Leading, Teaching and Mentoring",Active,SJ,Subject,6,0,0,0,J,Health,93233,"Leading, Teaching and Mentoring","Leading, Teaching and Mentorin",60300,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
93470,1,Introduction to Speciality Practice: Chronic Care Nursing,Active,SJ,Subject,6,0,0,0,J,Health,93470,Introduction to Speciality Practice: Chronic Care Nursing,Introduction to Speciality Pra,60300,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,12,10090,Nursing,Health,,,,,
94531,2,Mathematics Workshop 1,Active,ES,Enabling Subject,1,0,0,0,NP,Mathematical and Physical Sciences,94531,Mathematics Workshop 1,Mathematics Workshop 1,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94532,2,Mathematics Workshop 2,Active,ES,Enabling Subject,1,0,0,0,NP,Mathematical and Physical Sciences,94532,Mathematics Workshop 2,Mathematics Workshop 2,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94533,2,Mathematics Workshop 3,Active,ES,Enabling Subject,1,0,0,0,NP,Mathematical and Physical Sciences,94533,Mathematics Workshop 3,Mathematics Workshop 3,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94534,2,Mathematics Tutorial 1,Active,ES,Enabling Subject,2,0,0,0,NP,Mathematical and Physical Sciences,94534,Mathematics Tutorial 1,Mathematics Tutorial 1,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
94535,2,Mathematics Tutorial 2,Active,ES,Enabling Subject,2,0,0,0,NP,Mathematical and Physical Sciences,94535,Mathematics Tutorial 2,Mathematics Tutorial 2,10101,,NA,0,Coursework,Subject,,EL,,UDFP Funding Cluster,4,10100,Mathematics,Science,,,,,
