StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code,,,,,,,,,,,
C10475,1,Bachelor of Artificial Intelligence Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,D,Engineering and Information Technology,C10475,Bachelor of Artificial Intelligence Bachelor of International Studies,BAI BIntStd,20119,Bachelor,Degree,5,Coursework,Course,90300,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10475,1,Bachelor of Artificial Intelligence Bachelor of International Studies,Active,BCD,Bachelor's Combined Degree,240,0,0,0,D,Engineering and Information Technology,C10475,Bachelor of Artificial Intelligence Bachelor of International Studies,BAI BIntStd,20119,Bachelor,Degree,5,Coursework,Course,90300,,,,,21050,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C10476,1,Bachelor of Computing Science,Active,BD,Bachelor's Degree,144,0,0,0,D,Engineering and Information Technology,C10476,Bachelor of Computing Science,BCompSc,20100,Bachelor,Degree,3,Coursework,Course,,,,,,10070,AC,CR,BACHELOR,DEG,,$CWK,,,,,,,,,,,
C11005,6,Graduate Certificate in Project Management,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11005,Graduate Certificate in Project Management,GradCertPM,80315,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10020,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11005,6,Graduate Certificate in Project Management,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11005,Graduate Certificate in Project Management,GradCertPM,80315,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11008,9,Graduate Certificate in Business Administration,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11008,Graduate Certificate in Business Administration,GradCertBusAdmin,80300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11008,9,Graduate Certificate in Business Administration,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11008,Graduate Certificate in Business Administration,GradCertBusAdmin,80300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11015,9,Graduate Certificate in Financial Analysis,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11015,Graduate Certificate in Financial Analysis,GC Financial Analysis,80101,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11015,9,Graduate Certificate in Financial Analysis,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11015,Graduate Certificate in Financial Analysis,GC Financial Analysis,80101,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11021,7,Graduate Certificate in Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11021,Graduate Certificate in Management,GradCert Management,80300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11021,7,Graduate Certificate in Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11021,Graduate Certificate in Management,GradCert Management,80300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11024,7,Graduate Certificate in Not-for-Profit and Social Enterprise Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11024,Graduate Certificate in Not-for-Profit and Social Enterprise Management,GC NFP Social Enterprise Mgt,80399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11024,7,Graduate Certificate in Not-for-Profit and Social Enterprise Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11024,Graduate Certificate in Not-for-Profit and Social Enterprise Management,GC NFP Social Enterprise Mgt,80399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11027,6,Graduate Certificate in Finance,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11027,Graduate Certificate in Finance,GradCertFinance,81101,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11027,6,Graduate Certificate in Finance,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11027,Graduate Certificate in Finance,GradCertFinance,81101,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11037,8,Graduate Certificate in Sport Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11037,Graduate Certificate in Sport Management,GC in Sport Mgmt,80399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11037,8,Graduate Certificate in Sport Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11037,Graduate Certificate in Sport Management,GC in Sport Mgmt,80399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11038,8,Graduate Certificate in Event Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11038,Graduate Certificate in Event Management,GradCertEvtM,80399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11038,8,Graduate Certificate in Event Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11038,Graduate Certificate in Event Management,GradCertEvtM,80399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11053,7,Graduate Certificate in Local Government,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11053,Graduate Certificate in Local Government,GradCertLG,80315,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10020,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11053,7,Graduate Certificate in Local Government,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11053,Graduate Certificate in Local Government,GradCertLG,80315,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11071,4,Graduate Certificate in Editing and Publishing,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11071,Graduate Certificate in Editing and Publishing,GradCertEditPubl,100705,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11071,4,Graduate Certificate in Editing and Publishing,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11071,Graduate Certificate in Editing and Publishing,GradCertEditPubl,100705,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10030,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11115,6,Graduate Certificate in Diabetes Education and Management,Active,GC,Graduate Certificate,24,0,0,0,J,Health,C11115,Graduate Certificate in Diabetes Education and Management,GradCertDiabEdM,60399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10090,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11115,6,Graduate Certificate in Diabetes Education and Management,Active,GC,Graduate Certificate,24,0,0,0,J,Health,C11115,Graduate Certificate in Diabetes Education and Management,GradCertDiabEdM,60399,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11130,4,Graduate Certificate in Trade Mark Law and Practice,Active,GC,Graduate Certificate,24,0,0,0,L,Law,C11130,Graduate Certificate in Trade Mark Law and Practice,GradCertTMLP,90901,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10080,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11130,4,Graduate Certificate in Trade Mark Law and Practice,Active,GC,Graduate Certificate,24,0,0,0,L,Law,C11130,Graduate Certificate in Trade Mark Law and Practice,GradCertTMLP,90901,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11142,7,Graduate Certificate in Information Technology,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11142,Graduate Certificate in Information Technology,GradCertInfTech,20300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10070,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11142,7,Graduate Certificate in Information Technology,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11142,Graduate Certificate in Information Technology,GradCertInfTech,20300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11198,5,Graduate Certificate in Human Resource Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11198,Graduate Certificate in Human Resource Management,GradCertHRM,80303,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11198,5,Graduate Certificate in Human Resource Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11198,Graduate Certificate in Human Resource Management,GradCertHRM,80303,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11199,7,Graduate Certificate in Strategic Supply Chain Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11199,Graduate Certificate in Strategic Supply Chain Management,GCStratSCM,80301,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11199,7,Graduate Certificate in Strategic Supply Chain Management,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11199,Graduate Certificate in Strategic Supply Chain Management,GCStratSCM,80301,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11206,4,Graduate Certificate in Professional Accounting,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11206,Graduate Certificate in Professional Accounting,GradCertProfAcc,80101,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10010,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11206,4,Graduate Certificate in Professional Accounting,Active,GC,Graduate Certificate,24,0,0,0,B,Business,C11206,Graduate Certificate in Professional Accounting,GradCertProfAcc,80101,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11210,3,Graduate Certificate in Mathematics,Active,GC,Graduate Certificate,24,0,0,0,N,Science,C11210,Graduate Certificate in Mathematics,GradCertMath,10100,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10100,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11210,3,Graduate Certificate in Mathematics,Active,GC,Graduate Certificate,24,0,0,0,N,Science,C11210,Graduate Certificate in Mathematics,GradCertMath,10100,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11211,2,Graduate Certificate in Australian Law,Active,GC,Graduate Certificate,30,0,0,0,L,Law,C11211,Graduate Certificate in Australian Law,GradCertAustLaw,90900,Graduate Certificate,Graduate Certificate,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11211,2,Graduate Certificate in Australian Law,Active,GC,Graduate Certificate,30,0,0,0,L,Law,C11211,Graduate Certificate in Australian Law,GradCertAustLaw,90900,Graduate Certificate,Graduate Certificate,1,Coursework,Course,,,,,,10080,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11216,1,Graduate Certificate in Science,Active,GC,Graduate Certificate,24,0,0,0,N,Science,C11216,Graduate Certificate in Science,GC Science,10000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11216,1,Graduate Certificate in Science,Active,GC,Graduate Certificate,24,0,0,0,N,Science,C11216,Graduate Certificate in Science,GC Science,10000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10100,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11222,2,Graduate Certificate in Learning Design,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11222,Graduate Certificate in Learning Design,Grad Cert in Learning Design,70100,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10040,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11222,2,Graduate Certificate in Learning Design,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11222,Graduate Certificate in Learning Design,Grad Cert in Learning Design,70100,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11225,2,Graduate Certificate in Design,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11225,Graduate Certificate in Design,Graduate Certificate in Design,100500,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11225,2,Graduate Certificate in Design,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11225,Graduate Certificate in Design,Graduate Certificate in Design,100500,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10020,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11228,3,Graduate Certificate in Higher Education Teaching and Learning,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11228,Graduate Certificate in Higher Education Teaching and Learning,GCertHEd Teaching and Learning,70111,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10040,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11228,3,Graduate Certificate in Higher Education Teaching and Learning,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11228,Graduate Certificate in Higher Education Teaching and Learning,GCertHEd Teaching and Learning,70111,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11229,1,Graduate Certificate in Intellectual Property,Active,GC,Graduate Certificate,24,0,0,0,L,Law,C11229,Graduate Certificate in Intellectual Property,GC Intellectual Property,90901,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11229,1,Graduate Certificate in Intellectual Property,Active,GC,Graduate Certificate,24,0,0,0,L,Law,C11229,Graduate Certificate in Intellectual Property,GC Intellectual Property,90901,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10080,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11230,4,Graduate Certificate in Pharmaceutical Sciences,Active,GC,Graduate Certificate,24,0,0,0,W,Graduate School of Health,C11230,Graduate Certificate in Pharmaceutical Sciences,GradCert Pharmaceutical Sc,60501,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11230,4,Graduate Certificate in Pharmaceutical Sciences,Active,GC,Graduate Certificate,24,0,0,0,W,Graduate School of Health,C11230,Graduate Certificate in Pharmaceutical Sciences,GradCert Pharmaceutical Sc,60501,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10095,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11232,1,Graduate Certificate in Professional Legal Practice,Active,GC,Graduate Certificate,24,0,0,0,L,Law,C11232,Graduate Certificate in Professional Legal Practice,GC Professional Legal Practice,90913,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11232,1,Graduate Certificate in Professional Legal Practice,Active,GC,Graduate Certificate,24,0,0,0,L,Law,C11232,Graduate Certificate in Professional Legal Practice,GC Professional Legal Practice,90913,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10080,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ17,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ22,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ15,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ21,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ05,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ16,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ44,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ14,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10060,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ19,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ13,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ11,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ23,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ20,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11236,1,Graduate Certificate in Engineering,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11236,Graduate Certificate in Engineering,GradCertE,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,MAJ18,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11237,1,Graduate Certificate in Environmental Engineering Management,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11237,Graduate Certificate in Environmental Engineering Management,GradCertEnvEM,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11237,1,Graduate Certificate in Environmental Engineering Management,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11237,Graduate Certificate in Environmental Engineering Management,GradCertEnvEM,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10060,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11238,1,Graduate Certificate in Engineering Studies,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11238,Graduate Certificate in Engineering Studies,GradCertESt,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11238,1,Graduate Certificate in Engineering Studies,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11238,Graduate Certificate in Engineering Studies,GradCertESt,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10060,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11239,1,Graduate Certificate in Engineering Management,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11239,Graduate Certificate in Engineering Management,GradCertEM,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11239,1,Graduate Certificate in Engineering Management,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11239,Graduate Certificate in Engineering Management,GradCertEM,30000,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10060,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11247,1,Graduate Certificate in Information Technology Studies,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11247,Graduate Certificate in Information Technology Studies,GradCertITStud,29900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10070,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11247,1,Graduate Certificate in Information Technology Studies,Active,GC,Graduate Certificate,24,0,0,0,D,Engineering and Information Technology,C11247,Graduate Certificate in Information Technology Studies,GradCertITStud,29900,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11249,5,Graduate Certificate in Good Manufacturing Practice,Active,GC,Graduate Certificate,24,0,0,0,W,Graduate School of Health,C11249,Graduate Certificate in Good Manufacturing Practice,GC Good Manufacturing Practice,60501,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11249,5,Graduate Certificate in Good Manufacturing Practice,Active,GC,Graduate Certificate,24,0,0,0,W,Graduate School of Health,C11249,Graduate Certificate in Good Manufacturing Practice,GC Good Manufacturing Practice,60501,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10095,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11254,2,Graduate Certificate in TESOL and Applied Linguistics,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11254,Graduate Certificate in TESOL and Applied Linguistics,GC TESOL Applied Linguistics,70115,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10040,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11254,2,Graduate Certificate in TESOL and Applied Linguistics,Active,GC,Graduate Certificate,24,0,0,0,G,Arts and Social Sciences,C11254,Graduate Certificate in TESOL and Applied Linguistics,GC TESOL Applied Linguistics,70115,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11257,2,Graduate Certificate in Social and Service Design,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11257,Graduate Certificate in Social and Service Design,Graduate Certificate in Social,80300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10020,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11257,2,Graduate Certificate in Social and Service Design,Active,GC,Graduate Certificate,24,0,0,0,A,"Design, Architecture and Building",C11257,Graduate Certificate in Social and Service Design,Graduate Certificate in Social,80300,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,ATT02,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
C11260,2,Graduate Certificate in Applied Human Studies,Active,GC,Graduate Certificate,24,0,0,0,W,Graduate School of Health,C11260,Graduate Certificate in Applied Human Studies,GradCert App Human Studies,61701,Graduate Certificate,Graduate Certificate,0.5,Coursework,Course,,,,,,10095,AC,CR,GRADCERT,GRCT,,$CWK,,,,,,,,,,,
